Hauteur
4,61525
5,136333333
5,292333333
5,170666667
4,942
4,534
4,006
3,287
2,851
2,417
2,539333333
3,3355
4,46
5,027666667
5,34875
5,398666667
5,249333333
4,805333333
4,388333333
3,715
3,136
2,6515
2,2745
2,6805
3,96
4,68525
5,2295
5,44475
5,356666667
4,888666667
4,4
3,799
3,1545
2,67725
2,19275
2,384333333
3,512
4,6285
5,3775
5,6635
5,68225
5,423
4,516
4,094666667
3,529
2,979
2,521
2,077222222
2,6145
3,96975
4,84225
5,5188
5,635
5,434
4,8615
4,2555
3,53
3,07
2,4695
1,976142857
2,243
3,925666667
4,78
5,6125
5,90225
5,75325
5,262
4,6115
4,212
3,334
2,768
2,09
1,974333333
2,88475
4,271
5,213
5,8224
5,842333333
5,483666667
4,687
4,1505
3,169
2,86
2,2635
1,885444444
2,39925
4,230666667
5,2565
5,9734
6,1295
5,783
5,257
4,595
3,765
3,22625
2,566
1,96875
2,0175
3,648
4,7846
5,714
6,038166667
5,86225
5,322666667
4,485
3,936
4,19825
2,916
2,064333333
1,881777778
3,149333333
4,66375
5,70525
6,185833333
6,1368
5,574
4,622
4,54125
3,4465
2,963
2,312
1,769571429
2,262875
3,872333333
5,0755
5,9162
6,152857143
5,641
4,964
4,517
3,557
2,811
2,331
1,768
1,97625
3,53925
5,15475
6,062
6,334333333
5,911666667
5,333
4,806
4,177
3,2505
2,649
2,1
1,620666667
2,7808
4,4564
5,61375
6,129
6,0238
5,385
4,754333333
4,607416667
3,287
2,5
2,051
1,576625
2,4918
4,417333333
5,5662
6,255666667
6,2168
5,6085
4,859
4,247
3,3865
2,88
2,1515
1,594
1,580555556
3,23575
4,8716
5,8068
6,15
5,795
5,0065
4,7335
3,683
2,971
2,418
1,7705
1,605333333
2,911666667
4,8564
5,932333333
6,3046
6,092666667
5,522
4,680333333
3,7555
3,0125
3,7365
1,9735
1,409571429
2,13275
4,1725
5,401166667
6,0206
6,064
5,329
4,765
4,163
3,271
2,5155
1,957333333
1,4144
1,828285714
3,88025
5,2546
6,03025
6,189333333
5,757
5,248
4,564
3,44
2,932
2,1405
1,553
1,397
2,8726
4,7846
5,6524
6,084857143
5,943
5,387
4,461666667
3,8665
3,1
2,203666667
1,673
1,447333333
2,963
4,363
5,634333333
6,1552
6,017
5,4115
4,777
4,277666667
3,409
2,727
1,956666667
1,3924
1,687875
3,76475
4,97575
5,7774
5,945
5,7045
5,118
4,464666667
3,857
2,9895
2,190333333
1,54825
1,600666667
3,433666667
4,784666667
5,6818
5,9044
5,715
5,148
4,676666667
4,147
3,32
2,504
1,8215
1,4325
2,075
4,0886
5,128166667
5,69
5,702833333
5,133
4,769
4,397
3,687
2,6645
2,035
1,628333333
1,786
3,795666667
4,876833333
5,5506
5,6915
5,534
5,057666667
4,78975
4,1516
3,316
2,521
1,9374
1,796
2,684333333
4,0282
5,0884
5,463
5,495666667
5,263333333
5,059666667
4,427333333
3,799333333
2,914
2,471
1,7925
1,910875
3,5162
4,6475
5,19225
5,32
5,2
5,023
4,78125
4,2175
3,4285
2,775
2,036666667
1,699428571
2,1688
3,925714286
4,696333333
5,1545
5,3
5,352
5,34875
4,879
4,254666667
3,324666667
2,515
1,945
1,93425
3,2282
4,2208
